"identificationQualifier","reps"
"var. coulteri",1
"var. diminuta",1
"var. diminutivus",1
"var. dissectum?",1
"var. dolichorrhiza",1
"var. dubyi",1
"var. dulce",1
"var. 'echinospermum'",1
"=> var. elmeri",1
"var. elmeri < = > var. fastigiata",1
"var ericoides (Hedw.) Hampe",1
"=> var. fastigiata",1
"\var. filicina\",1
"var. foeniculaceum",1
"var. foliosa",1
"var. formosa",1
"var. gigantea ?",1
"var. glaber",1
"var. glauca",1
"var. glaucella",1
"var. glaucescens",1
"var. glaucus",1
"var. gnaphalodes",1
"var. gracilior",1
"var. gracilius",1
"var. hiemalis",1
"var. holosericea (Nutt.) Hitchc.",1
"var. hydropiperoides",1
"varia",1
"variant",1
"Variant",1
"Variant of",1
"var. idahoense (not found)",1
"var. idahoensis",1
"variemedusa",1
"variety?",1
"(variimutans?)",1
"var. [illegible]",1
"var. imbricus (not found)",1
"var. incana",1
"var. incarnata",1
", var. (incarnatifolia nov. var.?)",1
"var. indica",1
"var. inom.",1
"var. insipida",1
"var. interior",1
"/ var. intermedia",1
"\var. intermedia\",1
"var. intermediate",1
"varius, picipes, or melanopus",1
"(var. kingianum ?)",1
"var. lactea",1
"var. lasiolepis",1
"var. latiloba",1
"var. leucocarpus",1
"var. lilacea",1
"var. lippiae",1
"var. local",1
"var. longiaristata",1
", [var.?] macrosperma",1
", var. macrospora",1
"(var. maculata)",1
"var. manitouensis v. nov. provis",1
"var. marcomeres",1
"var. microstachys",1
"var. minor",1
"var. montanus",1
"var. montigenitus Jeps.",1
"var. munda",1
"var. n.;",1
"var. neglecta f. simplex",1
"var. nidifica",1
"var n. ined.",1
"var. nov. ?",1
"var. nov.?",1
"var. nov. Hort.",1
"var. nov.r. (Var. Novo.)",1
"var. nuda",1
"var Nutt.",1
"var. obducens",1
"= var. obliquum",1
"var. obscura",1
"var. ocdipus",1
"var. octoflora",1
"(var. of \caesariata\?)",1
"var. of ssp. intermedia",1
"var. of ssp. lembckei",1
"var. of ssp. taltalensis",1
"var. ophanactis",1
"var. oregonium",1
"var. ornata",1
"var. p.?",1
"var. P-27",1
"var. palamaea",1
"var. palamea f. subulata",1
"\var. pallida.\",1
"var. palmaea f. rigidula",1
"var. papillaris",1
"var. papillosum",1
"var. paradoxa?",1
"var. patens",1
"= var. patulifolia",1
"var. pentaphyllum but no vars published",1
"var. perpumilum",1
"var. phaeobyssina",1
"var pinnata",1
"var. pinnata f. foliosa",1
"var. pinnata, f. truncata",1
"var. pinnatifida",1
"var. plagalis",1
"var. poae-nemoralis",1
"var. pocillum",1
"var. polyphyllum",1
"var. pruinirosella",1
"var. puberulus",1
"var. pubescens",1
"var. pulla",1
"var. pulvinatum",1
"var. pumpellianus (Scribn.) C.L. Hitchc,",1
", var. (purpurea?)",1
"var racemosa f. corymbosa",1
"var. racemosa f. corymbosa",1
"var. racemosa f. subclausa",1
"var. radicans",1
"var. Red Delicious",1
"var. resupinatum",1
"var. retisporus",1
"var. robustum",1
">>var. robustus",1
"var. rubescens",1
"var. rugosa W. R. Tayl.",1
"var. (same as 10243)",1
"var. scabra",1
"var. scopaniforme",1
"var. sculptilis",1
"var. sellulus Kellogg",1
"var. simplex (Ridd.) Lamb",1
"var. sloanei E.G.Baker",1
"var. suffruticosa",1
"var. sulcata, f. eu-sulcata",1
"var. taurica",1
"var. thelephoroides",1
"var. triticoides",1
"(var. uncertain)",1
"var. uniflora",1
"var. utahensis and var. breviflora",1
"var. velatipes",1
"var. vicaria",1
"var. winwardii",1
"varying toward",1
"varying toward A. conspicuus",1
"varying toward var. parviflora",1
"var. \yubaensis\",1
"vasquez",1
"\Vaughaniella\ stage",1
"V. Barber",1
"V. Birdwell",1
"v. carreicastris",1
"v. costaria",1
"v. crispa",1
", vel aff.",1
"?; vel. aff.",1
"(velate)",1
"\vellinsa\",1
", vel [or] flexilis",1
"(Velutinae)",1
"velutina Lindauer sp. ined.",1
"(velutina or rigidipes?)",1
"ventricosum (or near)",1
"verified by #2",1
"verified by An",1
"verified by Anweiler, G.  2002",1
"verified by Anweiler, G. G.`",1
"verified by Barnes, Dr. (Vide)",1
"verified by Chlorochroa uhleri",1
"verified by D. hybridus",1
"verified by D. piceaperda Hopk.",1
"verified by D. verticalis (F.W. Dodge)",1
"verified by Dytiscus marginalis (B. Valentine 1948)",1
"verified by Dytiscus vexatus sharn",1
"verified by Fuller, E. (1990)",1
"verified by Gall, L. (from image)",1
"verified by G.G. Anweiler",1
"verified by Gundersen, R.",1
"verified by ID'd as D. monticola",1
"verified by Lafontaine, D.",1
"verified by Phillips, I. D. (2002); Hooper, R.",1
"verified by Pieris rapae (2001)",1
"verified by Schincariol L. A.",1
"verified by Smetana, A.",1
"\vermicularis\",1
"(vermiformis?)",1
", ver. Molund[?]",1
"verna complex",1
"verna or virosa",1
"'verruculosa'",1
"verum!",1
"very close to",1
"very doubtful",1
"very doubtful [CJH]",1
"very likely ssp.",1
"very poor",1
"very probably!",1
"Very tentative",1
"(very young)",1
"vesuki",1
"vetastus",1
"(vetipes)",1
"vetustus",1
"Victoria sulpitia",1
"vidit",1
"Viginatae",1
"vinaceous",1
"(vinaceus?)",1
"violaceus complex",1
"virgatum gp.",1
"? virginiana",1
"? virginicum",1
"virginiensis",1
"? virginius",1
"viride",1
"Viverra",1
"v. nov.",1
"v. n. pro tem.",1
"(volemus, yellow variant?)",1
"v. terminalis",1
"vulgaris group",1
"Vulpavus",1
"Vulpavus ?",1
"Vulpes ?",1
"Waldron Sh",1
"Ward & Brothers",1
"wasatchia electa",1
"\washingtonensis\",1
"\Watery Fat\",1
"W.D.Sissom",1
"\weeping longleaf pine\",1
"weird form",1
"Weisiopsis cardotti",1
"Weissia crispata",1
"western form?",1
"White",1
"white form?",1
"(white group)",1
"White species",1
"whitish",1
"(wh. SL Forma of napipes)",1
"W. H. Snell",1
"wi",1
"Wild Flowers of Michigan",1
"William A. Weber",1
"winter form",1
"Wishbone",1
"with doubt",1
"with possible influence from nearby Agave parryi",1
"with some A. chrysantha influence",1
", with V. amphibia",1
"W. J. Fournier",1
"W. M. Rogers",1
"Wonewoc Fm",1
"(Wood, 1911)",1
"wr.",1
"Wrangelia squarrulosa",1
"W. Reneow",1
"wrightii",1
"wrightii Gray",1
"W. Rounds",1
"x A. delmateri",1
"x A. deserti",1
"X Agave chrysantha",1
"x Agave utahensis",1
"x Agave utahensis ssp. utahensis",1
"x Agave utahensis subsp. utahensis",1
"x Agave victoriae-reginae",1
"x Agave vilmoriniana",1
"x A. mckelveyana",1
"x americana",1
"xantho(?)",1
"xantho. complex",1
"(xanthocraspeda?)",1
"(?xanthomelas)",1
"(xanthomelas?)",1
"(xanthomelas)",1
"(xanthomelas complex)",1
"xanthomelas group",1
"(xanthomelas-nigrescens)",1
"(xanthomelas?) (nigrescens?)",1
"(xanthomelas-nigrescens type)",1
"xanthomelas or nigrescens",1
"(xanthomelas type)",1
"xantho or trechis[?]",1
"Xanthoparmelia cf. cumberlandia",1
"xanth. or trechi.",1
"x A. parryi",1
"X aurantium",1
"x caerulescens",1
"x cafer",1
"? x C. ebenea",1
"x C. glaucodea or flaccosperma",1
"x C. lacustris",1
"x C. oregona guttata",1
"X cristata",1
"x C. rostrata",1
"x C. scoparia",1
"x cumberlandense",1
"x C. versicolor",1
"x C. vesicaria",1
"x C. viridula",1
"x C. whipplei var. whipplei",1
"x Cylindropuntia arbuscula",1
"x Cylindropuntia leptocaulis",1
"x Cylindropuntia lindsayi",1
"x Cylindropuntia versicolor",1
"x E. divergens?",1
"Xenosmilus",1
"Xenosmilus ?",1
"X Equisetum litorale",1
"xerophytic form?",1
"x flavo-virens",1
"? X Fortunella",1
"(x G. leptorhynchos ?)",1
"x harlani",1
"x harveyana",1
"x hybrid",1
"x? (hybrid)",1
"x lupus",1
"x luteus",1
"x macrovra",1
"x Opuntia stricta",1
"x oreganus",1
"x parryi",1
"x Pinus echinata",1
"x Pinus serotina",1
"x Pinus taeda",1
"x piperi ?",1
"x P. pseudoputus",1
"x Psidium brownianum",1
"x punctulata",1
"x riparia Engelm. var. \saccharata\?",1
"X Salvia mellifera Green --hybrid plant no. 2",1
"x speciosus",1
"x S. trista",1
"x vaseyi",1
"x Verbena menthaefolia",1
"x versicolor",1
"x vestita",1
"x virescens.",1
"x virginianus",1
"Xyophorus",1
"? (yellow)",1
"\yellow\",1
"Yellow",1
"\yellow-banded Formosa\",1
"\yellow form\",1
"\yellow friend\",1
"(yellow kaufmannii type)",1
"\yellowstonensis\",1
"\yellow volemus\",1
"?young",1
"(young)",1
"young specimen",1
"Y. Wang",1
"Zaczbowski",1
"Zanycteris",1
"Zarafa",1
"Zarzkowski",1
"/zelleri",1
"(Zetters. 1838)",1
"(Zetterst. 1838)",1
"Zika, Peter",1
"zinziberatus gp.",1
"zinzibertatus (=ahsii)",1
"Ziphius",1
"Zodiolestes",1
"zoolina",1
"Zorritos Fm",1
"= Z. tournefortii",1
